specObjID,bestObjID,plate,mjd,fiberID,survey,class,subClass,ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z
8.588617E+18,1237679540825030972,7628,56978,918,eboss,GALAXY,STARBURST,24.68576,20.22627,21.49827,20.90403,20.32482,20.09737,19.67379
8.58952E+18,1237679503791030583,7629,56988,106,eboss,GALAXY,STARBURST,21.89571,19.40586,23.74468,21.35983,20.41833,20.02645,19.40272
8.589701E+18,1237679504864510367,7629,56988,767,eboss,GALAXY,STARFORMING,21.30191,20.16483,23.474,22.31949,21.74713,21.91683,21.48724
8.590759E+18,1237666091664605641,7630,57006,519,eboss,GALAXY,STARBURST,17.19133,20.19714,22.46913,21.52112,20.79288,20.30632,20.02877
8.592947E+18,1237679476408975608,7632,56987,286,eboss,GALAXY,STARFORMING,30.26867,19.55653,23.67686,21.65783,20.52111,20.26961,19.86001
8.5941E+18,1237679476944470295,7633,56931,386,eboss,GALAXY,STARFORMING,27.06024,20.47117,22.20268,21.31139,20.26684,19.77419,19.38113
8.595279E+18,1237679478017032255,7634,56935,578,eboss,GALAXY,STARBURST,24.36103,21.68437,25.58177,21.17336,20.35064,20.05249,21.29358
8.595389E+18,1237679542972907728,7634,56935,980,eboss,GALAXY,STARBURST,25.94937,21.57699,21.18348,20.11247,19.61903,19.31507,19.12771
8.598668E+18,1237666274741649706,7637,56933,620,eboss,GALAXY,STARBURST,28.24065,22.94303,21.67477,21.26913,20.43263,20.15712,19.83664
8.600937E+18,1237680444369994481,7639,57297,684,eboss,GALAXY,BROADLINE,326.7242,24.81083,20.06591,19.95035,19.87076,19.37589,19.32179
8.603106E+18,1237680327870251796,7641,57307,382,eboss,GALAXY,STARBURST,326.4677,26.14901,21.77389,21.5553,20.68911,20.29459,19.8888
8.604317E+18,1237680504500454479,7642,57651,692,eboss,GALAXY,STARBURST,327.0242,29.16237,22.07962,21.77846,21.26891,21.27528,21.2292
8.608763E+18,1237680328945763821,7646,57570,480,eboss,GALAXY,STARBURST,330.5504,28.17475,22.71074,21.66192,21.41203,20.98731,20.93218
8.613135E+18,1237680331631297398,7650,57575,1,eboss,GALAXY,STARBURST,337.2851,26.37931,22.0804,21.96432,21.73085,21.37724,21.87122
8.615509E+18,1237680332706088076,7652,57579,447,eboss,GALAXY,STARFORMING,339.7214,27.64603,22.29296,21.89639,21.89098,21.36798,21.07022
8.616597E+18,1237678580357267770,7653,57306,308,eboss,GALAXY,STARBURST,339.2494,22.92549,21.88013,21.14608,21.20731,21.01546,21.27644
8.617908E+18,1237680528664888693,7654,57330,982,eboss,GALAXY,AGN,339.6069,26.5799,24.06783,22.12752,20.45937,20.0712,19.51875
8.624593E+18,1237680071781187885,7660,57357,727,eboss,GALAXY,STARBURST,7.963988,26.20627,21.84196,21.60513,21.56001,21.50815,22.07187
8.624668E+18,1237680071781909351,7660,57357,1000,eboss,GALAXY,STARFORMING,9.766124,26.06724,25.38047,23.00418,21.42775,21.21022,21.05415
8.625597E+18,1237679542965108970,7661,57286,283,eboss,GALAXY,STARBURST,6.66346,22.92316,21.6518,21.43881,20.70286,20.34488,19.92444
8.631403E+18,1237666310706561617,7666,57339,923,eboss,GALAXY,AGN,0.403263,26.02019,20.61697,20.41872,20.1323,20.06495,19.49704
8.63231E+18,1237678540628033642,7667,57580,130,eboss,GALAXY,STARBURST,356.8829,24.19476,22.0401,21.81359,22.1486,21.18448,22.00153
8.64262E+18,1237680073929327311,7676,57329,772,eboss,GALAXY,STARBURST,14.51705,26.37223,22.49599,22.13351,21.43411,21.52245,21.20025
8.643645E+18,1237680074466328735,7677,57363,404,eboss,GALAXY,STARFORMING,14.8185,26.86709,20.30681,18.58084,17.85916,17.43008,16.98627
8.644804E+18,1237680070173131136,7678,57282,524,eboss,GALAXY,STARFORMING,14.33156,24.56383,21.99971,21.85572,21.43558,21.77223,21.21154
8.658362E+18,1237678790281330712,7690,57046,697,eboss,GALAXY,STARFORMING,27.8605,25.53396,23.2735,22.03036,21.35524,21.94656,22.23781
8.662733E+18,1237678789735088212,7694,57359,214,eboss,GALAXY,STARFORMING,4.102135,27.0263,23.36359,21.88573,21.63479,21.17024,21.26133
8.665048E+18,1237680277406679278,7696,57655,445,eboss,GALAXY,STARBURST,358.1939,27.8412,21.24059,21.41423,20.96702,20.74686,21.16385
8.666116E+18,1237680276332806569,7697,57574,235,eboss,GALAXY,STARBURST,357.799,26.90623,21.4091,21.12807,20.55518,20.336,20.107
8.666253E+18,1237680306406228298,7697,57574,733,eboss,GALAXY,STARFORMING,357.596,27.19807,20.73054,18.98788,18.24224,17.97619,17.53984
8.666265E+18,1237680306406293576,7697,57574,775,eboss,GALAXY,STARFORMING,357.7174,27.16627,19.79627,18.24454,17.60381,17.34643,16.86791
8.527689E+18,1237680270961934355,7574,56945,448,eboss,GALAXY,STARBURST,331.8028,18.04493,21.91077,21.45018,21.64648,21.42808,20.85332
8.527769E+18,1237680272036135545,7574,56945,738,eboss,GALAXY,STARBURST,332.6721,19.28628,21.71126,21.26827,20.92841,20.70291,21.36687
8.533211E+18,1237678579281363523,7579,56954,55,eboss,GALAXY,STARFORMING,334.2227,21.0644,22.12651,21.77793,20.65522,20.2385,19.83961
8.540218E+18,1237680299420549477,7585,57190,972,eboss,GALAXY,STARBURST,340.102,21.46793,20.38557,19.63198,19.09367,18.75019,18.57761
8.544518E+18,1237680246280683749,7589,56946,230,eboss,GALAXY,AGN,7.628163,19.97379,21.47769,20.96883,20.65493,20.08024,19.97396
8.544585E+18,1237680246817030331,7589,56946,474,eboss,GALAXY,STARFORMING,6.378243,20.23483,21.88092,21.4401,21.58068,21.67136,21.03298
8.558037E+18,1237679504316629627,7601,56959,262,eboss,GALAXY,STARBURST,354.5263,20.22112,23.24339,21.95561,21.49561,21.18966,21.19179
8.56027E+18,1237680298352181437,7603,56960,192,eboss,GALAXY,STARBURST,353.2634,22.20129,22.12091,22.05402,22.07939,21.41943,22.82652
8.561369E+18,1237679503242100817,7604,56947,96,eboss,GALAXY,STARBURST,352.6932,19.19274,23.67829,22.05311,21.32464,21.17091,21.00316
8.562553E+18,1237680245196390729,7605,56949,306,eboss,GALAXY,STARBURST,342.2729,17.66837,20.58656,20.00034,19.3963,19.12891,18.96154
8.563811E+18,1237678540088672486,7606,56977,785,eboss,GALAXY,STARBURST,350.6538,23.37644,22.79012,21.96858,22.22175,22.30954,22.45247
8.564897E+18,1237672817051042172,7607,56902,640,eboss,GALAXY,STARBURST,349.386,19.92092,23.58292,21.67479,22.01982,21.96445,21.11213
8.565873E+18,1237679502165606754,7608,56945,97,eboss,GALAXY,STARFORMING,346.0648,17.8995,21.71669,22.40329,22.1849,22.43438,22.51171
8.567211E+18,1237666185102753851,7609,56959,868,eboss,GALAXY,STARBURST,343.7813,22.06402,22.13828,21.99078,21.4022,21.34878,20.91837
8.570523E+18,1237666184029274193,7612,56972,630,eboss,GALAXY,STARFORMING,344.935,21.90319,22.37929,22.28588,22.28969,21.76065,21.5877
8.570586E+18,1237680297812361604,7612,56972,858,eboss,GALAXY,STARBURST,346.0649,21.13812,23.17249,22.55925,22.01946,21.66946,21.1177
8.576211E+18,1237679478011986312,7617,56949,841,eboss,GALAXY,STARBURST,11.98704,22.73251,21.92915,22.02364,21.74264,21.51918,22.89575
8.577157E+18,1237679169301184714,7618,56898,187,eboss,GALAXY,STARBURST,11.99557,17.98563,21.85778,20.43037,19.70578,19.22305,19.0035
8.577313E+18,1237679503249965341,7618,56898,754,eboss,GALAXY,STARFORMING,11.63513,19.56392,21.61056,20.35876,19.34424,18.89292,18.58609
8.58175E+18,1237679502177993009,7622,56987,514,eboss,GALAXY,STARBURST,15.85081,18.47985,23.40857,21.853,21.29537,20.91604,20.7187
8.582775E+18,1237679169839366581,7623,56901,145,eboss,GALAXY,STARFORMING,15.10478,18.22597,22.90323,22.22919,21.35552,22.32703,21.11544
8.583871E+18,1237666091664408843,7624,57039,36,eboss,GALAXY,STARBURST,17.02531,19.81232,21.76609,21.32072,20.86859,20.94642,20.44101
8.589519E+18,1237679503791030573,7629,56988,103,eboss,GALAXY,STARBURST,21.87683,19.32636,23.44804,21.55803,21.19341,20.71228,21.76395
8.590683E+18,1237666090053468307,7630,57006,241,eboss,GALAXY,STARBURST,18.32915,18.85935,22.44293,21.85786,22.29587,22.38426,22.79174
8.591869E+18,1237666090054516921,7631,57279,461,eboss,GALAXY,STARBURST,18.70707,21.28293,21.77344,21.50384,21.75222,21.33269,21.85468
8.591904E+18,1237666090055041383,7631,57279,590,eboss,GALAXY,STARBURST,18.72423,22.48054,21.47532,21.01011,20.28472,20.00005,19.76917
8.594144E+18,1237679543510106384,7633,56931,546,eboss,GALAXY,STARBURST,26.73779,22.01411,22.7981,21.79855,21.01723,20.85486,20.43403
8.594232E+18,1237678583039525236,7633,56931,866,eboss,GALAXY,STARBURST,28.38465,22.31498,22.54062,21.76661,21.30283,21.6498,22.59693
8.595187E+18,1237679476406878608,7634,56935,243,eboss,GALAXY,STARBURST,25.30196,20.17498,22.58852,21.32166,20.66,20.1389,19.59518
8.601915E+18,1237680443297366889,7640,57311,146,eboss,GALAXY,STARFORMING,329.8011,24.65188,22.05556,22.03218,22.44276,22.48504,22.75989
8.603161E+18,1237680498595856414,7641,57307,579,eboss,GALAXY,STARBURST,326.6706,27.50868,21.84372,21.58542,21.55865,21.34065,22.82664
8.60325E+18,1237680474437190924,7641,57307,903,eboss,GALAXY,STARBURST,328.3146,27.304,21.57643,21.0583,20.97869,20.88094,21.08877
8.60537E+18,1237680302638039510,7643,57302,424,eboss,GALAXY,STARBURST,332.2722,23.70351,21.4355,21.48919,21.16183,20.78965,21.16829
8.605403E+18,1237680332166136356,7643,57302,543,eboss,GALAXY,STARBURST,332.1812,25.57777,22.18456,22.39314,22.06412,21.67976,21.21585
8.610957E+18,1237680303176351785,7648,57329,270,eboss,GALAXY,STARBURST,335.6346,24.89709,22.92203,21.9233,21.08555,22.10603,20.57313
8.612252E+18,1237680333777862808,7649,57574,887,eboss,GALAXY,STARFORMING,334.6019,27.42754,24.63393,21.59897,20.67528,20.38878,21.00676
8.616666E+18,1237680302103659507,7653,57306,559,eboss,GALAXY,AGN BROADLINE,338.4545,24.70855,22.15299,21.83889,21.08146,20.46644,20.32478
8.616771E+18,1237680302641316206,7653,57306,942,eboss,GALAXY,STARBURST,340.3234,25.3412,21.62436,21.19005,20.93797,20.70038,20.91107
8.619927E+18,1237672814899757403,7656,57338,134,eboss,GALAXY,STARFORMING,343.3383,26.76722,21.89499,21.61733,22.08576,22.47643,22.67206
8.625785E+18,1237666308561961224,7661,57286,965,eboss,GALAXY,STARBURST,7.765116,24.50084,20.91899,20.00584,19.63799,19.34149,19.36288
8.627805E+18,1237679542427320450,7663,57328,121,eboss,GALAXY,STARBURST,4.398206,22.6264,21.9971,21.29216,21.46725,21.39583,20.90973
8.630106E+18,1237679478544400475,7665,57328,304,eboss,GALAXY,STARBURST,0.8997998,23.19978,21.6247,21.37723,21.59919,22.11349,22.82692
8.633521E+18,1237678579288965404,7668,57579,439,eboss,GALAXY,STARFORMING,352.8475,23.84892,21.81237,21.63754,21.29528,21.7541,22.82618
8.639115E+18,1237666275808510218,7673,57329,308,eboss,GALAXY,STARBURST,11.23353,25.45316,21.86412,21.57875,21.5338,21.52711,21.72471
8.64019E+18,1237678789738627858,7674,57359,124,eboss,GALAXY,STARBURST,13.21083,26.8087,23.58779,22.45349,22.20759,21.92945,21.21621
8.640266E+18,1237680074465214823,7674,57359,402,eboss,GALAXY,STARBURST,12.08117,26.93073,21.72187,22.10374,22.21675,22.16471,22.11524
8.644923E+18,1237680070711116039,7678,57282,960,eboss,GALAXY,STARFORMING,17.16763,24.78424,22.25082,21.88672,21.82871,22.00196,22.29196
8.647033E+18,1237680074467377267,7680,58131,441,eboss,GALAXY,STARFORMING,17.61881,26.67449,24.46032,22.09066,22.56142,20.45921,22.82703
8.648053E+18,1237666088981561689,7681,57042,57,eboss,GALAXY,STARBURST,19.79451,22.90565,22.39667,21.4457,22.54355,22.08364,22.89845
8.655993E+18,1237680073933652111,7688,57360,269,eboss,GALAXY,STARFORMING,25.44536,25.22596,23.7142,22.51409,22.69011,21.00985,20.05292
8.661649E+18,1237678789199135399,7693,57361,366,eboss,GALAXY,STARBURST,6.405136,26.49817,22.38902,22.34775,21.91913,22.28313,21.8544
8.5254E+18,1237680297805676742,7572,56944,312,eboss,GALAXY,STARBURST,330.1894,18.39351,22.05944,21.54022,22.15155,22.1279,21.01293
8.525508E+18,1237680298879615643,7572,56944,703,eboss,GALAXY,STARBURST,330.3335,19.42785,22.10178,22.34936,21.8598,21.76753,21.07899
8.525531E+18,1237678578742919328,7572,56944,790,eboss,GALAXY,STARBURST,330.6275,19.75332,21.21057,21.21511,21.21308,21.77237,22.59661
8.528777E+18,1237666428828516830,7575,56947,310,eboss,GALAXY,STARBURST,330.5589,20.52696,21.99984,21.36531,21.27295,21.39608,21.18677
8.531172E+18,1237680296734687647,7577,56944,830,eboss,GALAXY,STARBURST,336.7924,18.8394,22.45535,21.74224,21.9081,22.08466,21.59567
8.534431E+18,1237680302637253488,7580,56955,398,eboss,GALAXY,STARBURST,330.2909,23.329,22.29073,21.86431,21.74796,21.79345,21.69066
8.535454E+18,1237680268280857043,7581,57195,23,eboss,GALAXY,STARBURST,339.9906,18.28287,21.7466,21.76835,21.43934,21.36122,20.6036
8.536665E+18,1237680298345366255,7582,56960,334,eboss,GALAXY,STARBURST,336.6897,20.09821,22.03713,22.25626,21.80032,21.71919,21.32555
8.541188E+18,1237666245757698205,7586,57186,404,eboss,GALAXY,STARBURST,337.0879,22.94739,20.72564,20.00345,19.91534,19.49184,19.66678
8.542242E+18,1237680273650614619,7587,57297,141,eboss,GALAXY,STARBURST,341.852,21.91292,21.54692,20.86842,21.57158,21.14355,22.98452
8.543378E+18,1237679457076576544,7588,56903,180,eboss,GALAXY,STARBURST,9.472619,17.9306,21.28164,21.23145,20.95249,20.59988,21.49259
8.545683E+18,1237678601844556044,7590,56944,374,eboss,GALAXY,STARBURST,5.815888,17.80233,22.08849,21.83102,21.9247,21.88381,21.83791
8.54579E+18,1237680245206417549,7590,56944,764,eboss,GALAXY,STARFORMING,6.320268,18.99484,22.51529,22.36037,22.27122,21.7592,21.14126
8.550244E+18,1237680247351804486,7594,56947,582,eboss,GALAXY,STARBURST,1.367033,20.756,23.16122,22.36493,21.84478,21.67064,20.93791
8.551298E+18,1237680247888019640,7595,56957,319,eboss,GALAXY,STARFORMING,359.6775,21.14774,21.53529,21.97589,21.93395,21.72703,22.88223
8.551359E+18,1237680297280602327,7595,56957,541,eboss,GALAXY,STARBURST,358.686,21.55917,21.44293,20.96499,20.90495,21.0629,20.69676
8.552353E+18,1237679457609777550,7596,56945,61,eboss,GALAXY,STARBURST,0.7046012,18.39088,23.80388,22.23327,21.61813,21.58222,21.47225
8.554692E+18,1237680247886971644,7598,56956,379,eboss,GALAXY,STARBURST,357.0778,21.00246,23.67505,23.52668,22.5356,21.30893,20.33593
8.555754E+18,1237678602377953697,7599,56955,148,eboss,GALAXY,STARBURST,357.5663,18.15328,21.24337,21.51443,21.39004,21.65799,21.50292
8.5649E+18,1237672764979937511,7607,56902,653,eboss,GALAXY,STARFORMING,349.5055,19.1929,21.94308,22.07954,22.37839,22.14713,22.40263
8.567104E+18,1237666185638838857,7609,56959,480,eboss,GALAXY,STARBURST,342.2913,20.87753,22.61592,22.04455,22.30399,21.90561,22.03499
8.569427E+18,1237680246272229874,7611,56946,737,eboss,GALAXY,STARBURST,347.2336,18.93444,22.03709,22.11651,21.48862,21.23586,21.35078
8.5704E+18,1237680296738488749,7612,56972,181,eboss,GALAXY,AGN,345.9224,20.25925,20.22182,18.47184,17.57996,17.15002,16.73529
8.570464E+18,1237680296738095266,7612,56972,415,eboss,GALAXY,STARBURST,344.9164,20.14387,21.43361,21.50037,21.48221,21.59894,21.51421
8.573891E+18,1237679543502372922,7615,56977,592,eboss,GALAXY,STARFORMING,7.690829,23.47265,21.3216,23.56125,21.0442,20.26657,22.8274
8.58519E+18,1237679478014017849,7625,57011,738,eboss,GALAXY,STARBURST,16.90724,22.38155,21.62022,21.52423,20.5885,20.40995,20.04667
8.585223E+18,1237666091665588264,7625,57011,858,eboss,GALAXY,STARFORMING,17.47049,22.40773,24.98328,22.91192,22.09716,20.67634,20.80443
8.588378E+18,1237679502718468334,7628,56978,48,eboss,GALAXY,STARFORMING,24.55395,18.24493,23.29192,21.48911,21.02537,20.63399,20.12645
8.588392E+18,1237679503255208035,7628,56978,99,eboss,GALAXY,STARFORMING,24.38804,18.58078,24.3033,21.77634,20.44441,19.7656,19.44743
8.590798E+18,1237666215683096671,7630,57006,660,eboss,GALAXY,STARBURST,17.76771,20.25796,23.97599,22.32786,21.22098,20.78465,19.70916
8.590806E+18,1237666215683227763,7630,57006,689,eboss,GALAXY,STARFORMING,17.95863,20.49756,22.93997,22.44491,22.03735,23.35319,22.21591
8.595306E+18,1237679478554165492,7634,56935,677,eboss,GALAXY,STARFORMING,25.00254,22.06485,22.71978,21.8038,20.39562,19.90119,19.74953
8.60082E+18,1237680307467846739,7639,57297,258,eboss,GALAXY,STARBURST,327.1218,23.05933,22.51184,21.48416,21.09261,20.81052,20.68886
8.606607E+18,1237680531346424429,7644,57327,830,eboss,GALAXY,STARBURST,332.0273,27.04082,22.91681,22.15474,22.50356,22.531,21.7212
8.609879E+18,1237680327872938963,7647,57655,446,eboss,GALAXY,STARBURST,333.0857,27.97296,22.90468,22.10151,21.52267,21.91504,21.86772
8.620086E+18,1237680529739743798,7656,57338,714,eboss,GALAXY,STARFORMING,342.2965,27.86838,22.49512,22.13671,22.27252,21.92913,22.37745
8.62111E+18,1237666435264545461,7657,57309,344,eboss,GALAXY,STARBURST,341.515,24.24459,23.73363,22.26729,21.65919,21.54868,21.62374
8.622365E+18,1237680305864245533,7658,57312,811,eboss,GALAXY,STARBURST,344.6517,25.42466,22.03069,22.24702,21.78861,22.16706,22.55794
8.624596E+18,1237678581442544065,7660,57357,736,eboss,GALAXY,STARBURST,8.011209,26.00638,21.72112,21.7584,21.27673,21.219,21.85568
8.62672E+18,1237678580904559231,7662,57358,272,eboss,GALAXY,STARBURST,5.267258,25.62018,22.30203,21.41419,21.14922,21.26356,20.69412
8.626834E+18,1237680275261882729,7662,57358,685,eboss,GALAXY,STARBURST,5.037372,26.37658,21.61115,21.50279,20.86699,20.63444,20.16143
8.627826E+18,1237678578756681833,7663,57328,200,eboss,GALAXY,STARBURST,4.297597,23.86539,21.27801,21.22678,20.83885,20.74604,20.66144
8.632432E+18,1237678541701251547,7667,57580,574,eboss,GALAXY,STARBURST,355.4272,25.06165,21.90353,22.33316,22.03259,21.67867,21.36181
8.632479E+18,1237680275795280434,7667,57580,742,eboss,GALAXY,STARBURST,356.3167,26.42362,21.58752,21.56876,21.0708,21.18617,20.81389
8.635725E+18,1237678579287327377,7670,57328,263,eboss,GALAXY,STARBURST,348.7911,23.31169,21.97244,21.11467,20.42651,20.66109,20.7263
8.636885E+18,1237680276874133557,7671,57360,387,eboss,GALAXY,STARBURST,9.29894,27.49117,23.50085,21.78656,22.18978,21.79172,20.23159
8.638023E+18,1237680069097292115,7672,57339,433,eboss,GALAXY,STARBURST,9.084282,24.07691,21.75409,21.44966,20.90042,20.6807,20.44947
8.638038E+18,1237678578758451551,7672,57339,485,eboss,GALAXY,STARBURST,8.71839,23.87896,21.75949,21.61913,21.02284,20.68683,20.65635
8.638131E+18,1237678580906590264,7672,57339,823,eboss,GALAXY,STARBURST,10.36032,25.5023,21.3341,21.72074,21.41031,21.97507,22.15406
8.639145E+18,1237680070708494665,7673,57329,419,eboss,GALAXY,STARBURST,10.60902,25.18059,22.69655,21.86824,22.01575,22.41995,22.23031
8.639278E+18,1237680074465281027,7673,57329,901,eboss,GALAXY,AGN,12.27573,27.09773,23.19836,22.61023,21.28905,20.70813,20.29965
8.525337E+18,1237680270961803537,7572,56944,84,eboss,GALAXY,STARFORMING,331.4882,18.02696,21.96836,21.74751,21.98222,21.92025,21.85365
8.527618E+18,1237680271499329968,7574,56945,190,eboss,GALAXY,STARBURST,333.0305,18.74886,21.02663,20.46382,19.79493,19.53848,19.16173
8.527684E+18,1237680271498871215,7574,56945,428,eboss,GALAXY,STARFORMING,331.9511,18.53206,21.39785,21.99057,21.98553,22.48479,21.84521
8.527742E+18,1237680298343400029,7574,56945,642,eboss,GALAXY,STARBURST,332.1553,19.22464,21.47634,21.42508,20.89849,21.18121,20.79302
8.53106E+18,1237680268816023938,7577,56944,421,eboss,GALAXY,STARBURST,335.803,18.08651,21.69639,21.33931,21.09281,20.50742,20.75354
8.532192E+18,1237680271499592224,7578,56956,446,eboss,GALAXY,STARBURST,333.5587,19.01517,21.77926,21.90921,22.30796,22.11118,22.69727
8.535529E+18,1237680246268625150,7581,56949,296,eboss,GALAXY,STARFORMING,338.6127,18.00374,22.50606,22.12681,22.04586,21.99452,21.67844
8.537704E+18,1237678580893090024,7583,56958,17,eboss,GALAXY,STARBURST,336.6631,22.79324,19.98574,21.65619,21.5492,21.27347,21.02627
8.539076E+18,1237666186175447639,7584,56957,912,eboss,GALAXY,STARBURST,341.5873,20.78515,22.13389,22.38019,21.43815,20.87499,20.43454
8.543574E+18,1237678602919936283,7588,56903,894,eboss,GALAXY,STARFORMING,9.755037,18.60614,22.85491,20.76274,19.78358,19.22375,18.99394
8.545772E+18,1237678602918363423,7590,56944,698,eboss,GALAXY,STARFORMING,6.054729,18.5662,22.31435,22.10038,21.92237,21.77443,22.77039
8.545798E+18,1237680245743288413,7590,56944,792,eboss,GALAXY,STARBURST,6.332603,19.41588,22.10986,21.39109,21.09415,20.80338,20.69483
8.553695E+18,1237679479080484871,7597,56973,849,eboss,GALAXY,STARBURST,358.8269,23.58453,21.70245,23.3924,23.52401,21.22548,19.70803
8.560485E+18,1237680298889314505,7603,56960,975,eboss,GALAXY,STARBURST,353.9078,22.61941,21.74189,21.696,21.12814,20.92291,20.41205
8.564741E+18,1237680245736866109,7607,56902,76,eboss,GALAXY,STARFORMING,350.9245,18.86064,21.88408,21.78465,21.7157,21.99044,22.827
8.564937E+18,1237672766053351670,7607,56902,788,eboss,GALAXY,STARFORMING,349.9082,20.22135,21.84988,21.71611,22.28993,22.42388,22.82705
8.5693E+18,1237680245735424061,7611,56946,276,eboss,GALAXY,STARBURST,347.3643,18.65763,21.42167,21.52855,21.16596,21.1622,20.51332
8.569416E+18,1237680246272229393,7611,56946,698,eboss,GALAXY,STARBURST,347.1489,18.93781,21.73046,21.42365,21.65477,22.03343,21.43839
8.577333E+18,1237679503250096207,7618,56898,828,eboss,GALAXY,STARFORMING,11.96081,19.59866,22.9079,22.06835,22.41316,21.81186,21.95732
8.579453E+18,1237679541357314171,7620,56904,350,eboss,GALAXY,STARBURST,13.68373,21.51917,22.58928,21.43932,21.59136,21.68506,22.07877
8.585023E+18,1237666216220426412,7625,57011,129,eboss,GALAXY,STARBURST,17.62651,21.35387,21.74824,21.6733,21.24748,20.76208,20.96477
8.589709E+18,1237679540823589154,7629,56988,794,eboss,GALAXY,STARBURST,21.27089,20.62267,21.07342,20.64273,20.15453,19.74381,19.5745
8.591983E+18,1237679542433677776,7631,57279,876,eboss,GALAXY,STARBURST,20.18759,21.98369,22.16027,21.81552,21.66224,21.32272,21.00652
8.594046E+18,1237679477481800020,7633,56931,190,eboss,GALAXY,STARBURST,28.28336,20.7132,21.95014,22.04624,21.76016,21.47752,21.27984
8.594115E+18,1237679541899624896,7633,56931,440,eboss,GALAXY,AGN,26.97922,20.66244,23.87875,21.47273,20.02561,19.5077,19.07807
8.594183E+18,1237679478018343190,7633,56931,688,eboss,GALAXY,STARFORMING,27.5254,21.27509,22.77823,20.94784,20.16606,19.82888,20.10699
8.594212E+18,1237679543510499552,7633,56931,794,eboss,GALAXY,STARBURST,27.78274,21.91193,21.12738,21.1581,21.14687,21.49475,21.55141
8.595252E+18,1237679541898248290,7634,56935,481,eboss,GALAXY,STARBURST,23.61265,21.0376,20.86868,20.89187,20.46217,20.35382,20.23575
8.595268E+18,1237679478016901305,7634,56935,538,eboss,GALAXY,AGN BROADLINE,24.01641,21.62347,19.38366,18.4878,18.04374,17.27488,17.22323
8.599747E+18,1237666273666859287,7638,56981,448,eboss,GALAXY,STARFORMING,25.56111,22.32014,22.52085,22.25251,21.99526,21.98326,22.3819
8.599848E+18,1237666275277930664,7638,56981,816,eboss,GALAXY,STARBURST,26.86481,23.40356,21.12912,20.75472,20.36688,20.04843,20.06453
8.604305E+18,1237680500743669666,7642,57651,646,eboss,GALAXY,STARBURST,326.7925,29.31137,22.5843,22.38042,22.0699,21.69675,21.2581
8.608759E+18,1237680474438173914,7646,57570,467,eboss,GALAXY,STARBURST,330.6624,27.99337,22.11774,22.47503,22.10608,21.85583,22.81909
8.609784E+18,1237680473366070308,7647,57655,98,eboss,GALAXY,STARBURST,334.9745,28.39542,22.96181,22.24825,22.91035,22.00205,21.70508
8.609806E+18,1237680327873593938,7647,57655,179,eboss,GALAXY,STARBURST,334.623,28.35859,22.17402,21.78327,21.8987,21.58554,22.3541
8.609818E+18,1237680327873528727,7647,57655,221,eboss,GALAXY,STARBURST,334.3874,28.50172,22.22172,22.41128,22.05313,22.3733,22.82735
8.618858E+18,1237680307473089196,7655,57336,344,eboss,GALAXY,STARBURST,339.8715,26.06682,21.96423,21.92818,21.33463,20.89229,20.73812
8.619902E+18,1237680306400657937,7656,57338,45,eboss,GALAXY,STARBURST,343.4073,25.80006,21.82132,21.49585,21.45817,21.82036,20.70129
8.622393E+18,1237672764439527853,7658,57312,915,eboss,GALAXY,STARBURST,345.047,26.09495,22.13221,22.09797,21.88097,22.38917,22.50936
8.632447E+18,1237680305331765981,7667,57580,627,eboss,GALAXY,BROADLINE,355.6737,26.20538,24.53699,23.79415,22.46247,21.42284,20.58998
8.633465E+18,1237678579289424133,7668,57579,235,eboss,GALAXY,STARFORMING,353.9884,23.8555,22.31526,22.01026,21.99313,21.73426,21.61949
8.633506E+18,1237678578752160279,7668,57579,383,eboss,GALAXY,STARBURST,353.0863,23.32921,21.81406,21.67286,21.17105,20.93823,21.44959
8.633573E+18,1237678542774141319,7668,57579,626,eboss,GALAXY,STARBURST,353.3623,25.65089,21.37326,21.5723,21.36399,21.80978,22.14073
8.641309E+18,1237666273662140770,7675,57327,100,eboss,GALAXY,AGN,13.94311,23.53815,21.02742,20.63675,19.8398,19.49053,19.30929
8.644764E+18,1237679478550168233,7678,57282,380,eboss,GALAXY,STARBURST,15.19996,22.86319,22.30969,22.00391,21.67995,21.61397,21.27576
8.646041E+18,1237666091130421714,7679,57367,930,eboss,GALAXY,STARBURST,18.33912,26.27561,22.76815,22.4466,22.00351,22.08444,21.75554
8.64713E+18,1237666215686701324,7680,58131,796,eboss,GALAXY,STARBURST,18.82791,28.4892,22.64103,22.09408,22.09224,22.19128,21.68197
8.650475E+18,1237680332185075892,7683,58133,678,eboss,GALAXY,STARBURST,20.98908,28.63729,22.6709,22.20318,22.07322,22.45782,22.27789
8.656168E+18,1237680076081332481,7688,57360,906,eboss,GALAXY,STARBURST,26.21006,26.76226,22.4231,21.67417,21.95326,21.65499,22.12614
8.657235E+18,1237680250559463771,7689,57743,692,eboss,GALAXY,STARBURST,26.59508,27.94794,21.85378,21.74546,21.43946,21.83611,20.86201
8.660425E+18,1237678789746164091,7692,57064,10,eboss,GALAXY,BROADLINE,31.9659,24.37798,23.81558,21.53762,20.01696,19.41833,18.91953
8.629073E+18,1237666310707151711,7664,57367,642,eboss,GALAXY,STARBURST,1.984938,26.21531,22.47981,22.23628,21.92976,21.77432,21.26189
