specObjID,bestObjID,plate,mjd,fiberID,survey,class,subClass,ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z
8.525477E+18,1237680298879287790,7572,56944,594,eboss,GALAXY,STARBURST,329.6572,19.16639,22.22835,21.75029,21.871,21.85889,22.29877
8.526465E+18,1237680273108435061,7573,56946,92,eboss,GALAXY,STARFORMING,329.1456,19.26235,24.02447,22.32902,21.19075,22.1112,21.90886
8.530008E+18,1237680306394563168,7576,56948,692,eboss,GALAXY,STARBURST,328.5282,22.59053,21.64913,21.49461,21.37126,21.53789,21.24567
8.531182E+18,1237680296734753817,7577,56944,867,eboss,GALAXY,STARBURST,337.0505,18.92008,22.31789,21.75602,21.45978,21.63122,21.3327
8.533388E+18,1237680301564363773,7579,56954,702,eboss,GALAXY,STARBURST,332.6549,22.95732,22.18928,22.4736,21.89049,21.85572,21.68615
8.534328E+18,1237680305859068079,7580,56955,23,eboss,GALAXY,STARBURST,331.9938,22.98575,21.96476,21.69244,21.51474,21.13732,21.29491
8.534534E+18,1237680302637449704,7580,56955,773,eboss,GALAXY,STARFORMING,330.8062,23.4626,22.94839,21.63747,20.50342,19.91788,19.5038
8.536617E+18,1237680273111909320,7582,56960,160,eboss,GALAXY,STARBURST,337.4553,20.95891,21.84027,21.95089,21.2596,20.79931,20.86459
8.536791E+18,1237666433115095547,7582,56960,794,eboss,GALAXY,STARBURST,337.1475,21.87286,21.59974,21.12855,20.7104,20.67783,20.41545
8.536806E+18,1237678578745802784,7582,56960,847,eboss,GALAXY,STARFORMING,337.377,21.37452,21.67645,21.57755,21.39052,21.16327,20.60589
8.542455E+18,1237666433654063322,7587,57297,920,eboss,GALAXY,STARBURST,342.0619,23.13562,22.80243,21.9462,22.13939,21.9444,21.68441
8.544513E+18,1237679503248392435,7589,56946,212,eboss,GALAXY,STARBURST,7.914382,19.6293,22.22635,21.89881,21.53456,21.57315,21.25911
8.544698E+18,1237679504859136435,7589,56946,886,eboss,GALAXY,STARBURST,8.228999,20.89883,21.86812,21.72339,20.96923,20.79782,20.79896
8.551233E+18,1237680246814736852,7595,56957,84,eboss,GALAXY,STARBURST,0.78995,20.3591,22.72234,22.12323,22.01457,21.89439,21.64793
8.552479E+18,1237679503244591273,7596,56945,522,eboss,GALAXY,STARBURST,358.6469,19.63625,23.11922,22.22128,22.15771,22.35107,22.71082
8.552596E+18,1237680246814605383,7596,56945,948,eboss,GALAXY,STARFORMING,0.5278513,20.1673,23.2149,22.02007,21.70086,21.47505,22.44714
8.554784E+18,1237680297816883381,7598,56956,714,eboss,GALAXY,STARBURST,357.2076,21.9766,21.40177,20.97637,21.02997,21.39736,20.81751
8.558006E+18,1237680247349313585,7601,56959,148,eboss,GALAXY,STARFORMING,355.1553,20.44293,22.17203,22.29982,22.01153,21.71512,21.423
8.559203E+18,1237679457606893681,7602,56954,406,eboss,GALAXY,STARBURST,353.7196,18.23202,21.77334,22.28122,22.10635,22.42582,22.48032
8.560482E+18,1237680299426250819,7603,56960,963,eboss,GALAXY,STARBURST,354.0109,23.03944,22.13564,22.06544,22.02168,22.24295,21.93843
8.562635E+18,1237679504311517642,7605,56949,603,eboss,GALAXY,STARBURST,342.0547,19.08174,22.00283,22.04798,21.79522,21.50053,21.24886
8.570385E+18,1237679504850092160,7612,56972,127,eboss,GALAXY,STARFORMING,346.1274,19.98961,20.28971,18.48515,17.53475,17.02917,16.66112
8.570491E+18,1237666184028815775,7612,56972,514,eboss,GALAXY,STARBURST,344.208,21.08808,20.97121,20.89401,21.20773,20.74964,21.37994
8.570578E+18,1237666183492665660,7612,56972,828,eboss,GALAXY,STARBURST,345.804,22.03355,21.91588,21.54079,21.15003,21.25586,21.21308
8.571641E+18,1237678580358840376,7613,56988,600,eboss,GALAXY,STARBURST,343.1045,23.56458,21.45187,21.32673,22.5624,21.52543,22.70553
8.572852E+18,1237666185104392975,7614,57307,910,eboss,GALAXY,STARFORMING,346.7388,24.64857,24.63902,22.21569,20.38178,19.8043,19.20781
8.573946E+18,1237679543502766559,7615,56977,794,eboss,GALAXY,STARBURST,8.658562,23.40877,22.65008,21.2959,20.76873,20.44475,20.14672
8.574908E+18,1237679460822024452,7616,56902,198,eboss,GALAXY,STARFORMING,10.51584,20.32506,21.28601,19.87136,19.02599,18.59536,18.24302
8.579605E+18,1237679477476294853,7620,56904,900,eboss,GALAXY,STARBURST,14.77048,22.0881,22.30876,21.70318,21.89435,21.58525,22.05075
8.580514E+18,1237679502179959041,7621,56985,112,eboss,GALAXY,STARBURST,20.57842,18.18185,21.91264,21.04777,20.61972,20.49914,20.26931
8.580696E+18,1237679459215278273,7621,56985,773,eboss,GALAXY,STARFORMING,19.90264,18.44555,21.39148,21.14548,21.64383,22.17493,22.35958
8.58165E+18,1237666090589946030,7622,56987,150,eboss,GALAXY,STARBURST,17.73597,17.99615,22.89591,22.1571,22.25767,22.17236,22.82702
8.58179E+18,1237679459213967765,7622,56987,657,eboss,GALAXY,STARFORMING,16.65089,18.56994,22.41348,22.34684,20.86558,20.25995,19.75286
8.588372E+18,1237679503255404969,7628,56978,25,eboss,GALAXY,STARBURST,24.83993,18.59852,22.25793,22.37664,22.13188,21.96738,21.14165
8.588372E+18,1237679460827857112,7628,56978,26,eboss,GALAXY,STARBURST,24.71666,19.14375,21.75795,21.48584,21.47484,20.87786,21.03587
8.5896E+18,1237679460289347743,7629,56988,400,eboss,GALAXY,STARFORMING,20.69479,19.30818,21.83519,21.36857,21.48555,21.62499,21.47602
8.592995E+18,1237679541363802153,7632,56987,460,eboss,GALAXY,STARFORMING,29.37091,19.91814,21.42308,20.65619,20.84901,20.85675,21.2371
8.59425E+18,1237679478018801910,7633,56931,930,eboss,GALAXY,STARFORMING,28.64899,21.17989,22.38155,21.3097,20.53674,20.28449,19.9656
8.594258E+18,1237679542974153103,7633,56931,962,eboss,GALAXY,STARBURST,29.00149,21.33188,21.91391,21.66833,21.28843,21.88315,21.37682
8.603187E+18,1237680328407253633,7641,57307,675,eboss,GALAXY,STARBURST,326.5313,26.66218,21.92822,21.91077,21.66539,21.63371,22.82675
8.611156E+18,1237680307472040042,7648,57329,996,eboss,GALAXY,STARFORMING,337.3382,25.51825,25.15312,21.75408,21.6562,20.85095,20.43727
8.616697E+18,1237680302640857744,7653,57306,672,eboss,GALAXY,STARBURST,339.0715,25.29769,22.61804,21.28386,20.54238,20.71366,20.14762
8.61885E+18,1237680331095474989,7655,57336,314,eboss,GALAXY,STARBURST,340.0049,26.45608,22.00318,21.94586,21.52155,21.37538,21.1706
8.624426E+18,1237678581442936912,7660,57357,117,eboss,GALAXY,STARBURST,9.063545,25.91209,22.4823,21.86928,21.4277,21.47327,21.96002
8.624519E+18,1237666245232755113,7660,57357,458,eboss,GALAXY,STARBURST,6.814254,25.16228,22.24842,22.005,21.5913,21.77808,21.67163
8.62554E+18,1237666308025090405,7661,57286,74,eboss,GALAXY,STARBURST,7.690942,23.96633,22.06161,21.46688,21.47303,21.25418,21.54205
8.626658E+18,1237666309098307829,7662,57358,45,eboss,GALAXY,STARBURST,6.373527,24.81572,21.92065,21.52326,21.54029,21.71255,21.23323
8.62793E+18,1237678578756158063,7663,57328,578,eboss,GALAXY,STARBURST,2.978008,23.8478,22.05709,21.39325,21.08179,20.67478,20.37161
8.629038E+18,1237663306919510049,7664,57367,513,eboss,GALAXY,STARBURST,0.9747852,25.94489,23.91658,21.21318,20.77098,20.35968,20.1638
8.630247E+18,1237678578755502219,7665,57328,815,eboss,GALAXY,STARBURST,1.29588,23.81718,19.25594,18.88593,18.45275,18.33749,18.43415
8.632503E+18,1237680275258605951,7667,57580,830,eboss,GALAXY,STARBURST,356.7117,26.15404,21.80705,21.94959,21.52809,21.21016,21.54924
8.525502E+18,1237680298342547541,7572,56944,682,eboss,GALAXY,STARBURST,330.0618,18.89579,23.86799,21.93276,21.21011,20.88128,20.55586
8.528697E+18,1237678579280576653,7575,56947,20,eboss,GALAXY,STARBURST,332.371,20.70516,22.41356,21.13729,20.66401,20.92359,20.33457
8.529927E+18,1237680306394366060,7576,56948,396,eboss,GALAXY,STARBURST,328.0062,22.52488,21.87225,21.5517,22.05171,22.39652,22.47524
8.531027E+18,1237680246804578606,7577,56944,304,eboss,GALAXY,STARBURST,336.3156,18.06563,21.69305,21.67382,21.98826,22.27508,21.42291
8.531101E+18,1237680297808102392,7577,56944,571,eboss,GALAXY,STARBURST,335.9627,19.5295,22.40894,21.29927,21.16475,20.78404,21.0977
8.531137E+18,1237680269353091999,7577,56944,703,eboss,GALAXY,STARFORMING,336.2054,18.64123,22.27971,21.17819,20.12344,19.55659,19.1943
8.532245E+18,1237678579281364026,7578,56956,638,eboss,GALAXY,STARFORMING,334.2627,21.03495,22.54377,21.26521,20.09246,19.60758,19.11478
8.535516E+18,1237666186173678222,7581,57195,252,eboss,GALAXY,STARBURST,338.6796,17.69684,21.83977,21.21567,21.08247,20.57366,20.49367
8.535671E+18,1237680247342563519,7581,57195,815,eboss,GALAXY,STARBURST,338.9961,18.75816,22.92222,21.75627,21.04448,21.11096,20.49735
8.542276E+18,1237666244148789856,7587,57297,266,eboss,GALAXY,STARBURST,341.4153,22.35069,21.59677,21.37752,20.94478,20.57518,20.22251
8.545662E+18,1237678601844687403,7590,56944,296,eboss,GALAXY,AGN,6.147752,17.87503,22.27213,21.75551,21.1576,20.50487,19.95617
8.547967E+18,1237680245741977798,7592,56947,490,eboss,GALAXY,STARBURST,3.201041,19.40159,20.91981,19.98081,19.73243,19.37969,19.31922
8.548025E+18,1237679504320561849,7592,56947,700,eboss,GALAXY,STARBURST,4.138595,20.53069,25.83838,22.41134,21.21105,21.1966,21.05631
8.549005E+18,1237679504857039124,7593,56958,172,eboss,GALAXY,STARBURST,3.026868,20.91935,21.95187,21.50725,20.46568,21.37918,20.63468
8.550326E+18,1237680246278652180,7594,56947,881,eboss,GALAXY,STARBURST,2.69668,19.87708,21.62925,21.03185,20.50258,20.78061,20.02811
8.551238E+18,1237680247888478432,7595,56957,103,eboss,GALAXY,STARBURST,0.8352149,21.10221,19.884,19.62211,19.40282,19.27712,18.92082
8.553615E+18,1237678579290669278,7597,56973,558,eboss,GALAXY,STARFORMING,357.0801,24.08496,22.07343,21.98374,22.21853,22.47343,22.07286
8.554737E+18,1237679477468823858,7598,56956,543,eboss,GALAXY,STARBURST,356.3812,22.11226,22.98022,21.82049,22.07594,22.26596,22.33012
8.554833E+18,1237680297280405637,7598,56956,892,eboss,GALAXY,STARFORMING,358.1557,21.51624,21.69543,21.68391,21.87874,21.83925,22.82699
8.558202E+18,1237679477468299644,7601,56959,862,eboss,GALAXY,STARFORMING,355.1227,22.01789,23.36617,20.83079,19.65591,19.16205,18.7326
8.559351E+18,1237680246275702986,7602,56954,944,eboss,GALAXY,STARBURST,355.5952,19.61723,20.73973,20.26729,19.40042,20.37824,19.44129
8.561418E+18,1237679503778775340,7604,56947,274,eboss,GALAXY,STARBURST,352.1733,19.65977,21.69773,21.2833,21.38757,21.70958,22.6512
8.56366E+18,1237679476392722634,7606,56977,236,eboss,GALAXY,AGN,350.601,20.84816,20.15906,18.3602,17.64434,17.26237,16.79323
8.564831E+18,1237672816514498609,7607,56902,400,eboss,GALAXY,STARFORMING,349.4005,19.09195,20.70385,18.79482,17.92633,17.46099,17.01882
8.568232E+18,1237672814902837272,7610,56980,488,eboss,GALAXY,STARFORMING,346.9291,20.58786,21.13904,21.2316,21.00804,20.16557,20.95343
8.571611E+18,1237678579821904531,7613,56988,491,eboss,GALAXY,STARBURST,342.9873,23.0638,22.00261,21.35509,20.88667,20.84916,21.46511
8.572695E+18,1237672763367358725,7614,57307,340,eboss,GALAXY,STARBURST,346.0662,22.53712,23.02382,22.07633,21.9441,21.85964,21.89788
8.575003E+18,1237679476400259267,7616,56902,542,eboss,GALAXY,STARFORMING,9.190925,21.56861,22.6821,20.24519,20.23101,20.28092,22.82658
8.578467E+18,1237679504324362488,7619,56900,856,eboss,GALAXY,STARBURST,13.3343,20.3036,21.69666,21.1281,21.02216,20.53095,20.71927
8.57938E+18,1237679476939555005,7620,56904,84,eboss,GALAXY,STARBURST,15.04078,21.58853,21.90899,21.49999,21.44899,21.21985,21.95536
8.580696E+18,1237679459215212665,7621,56985,774,eboss,GALAXY,STARFORMING,19.60057,18.54844,21.7599,21.5953,21.30029,21.16686,21.06575
8.580702E+18,1237679460288954614,7621,56985,796,eboss,GALAXY,STARBURST,19.80803,19.20045,21.69752,21.81411,22.24788,21.94124,22.85809
8.590835E+18,1237666090054386016,7630,57006,796,eboss,GALAXY,AGN,18.555,20.91815,21.41899,20.76723,19.9275,19.59734,19.16875
8.591905E+18,1237666090054910286,7631,57279,592,eboss,GALAXY,STARBURST,18.77164,22.11208,22.31691,21.86679,21.83013,21.26459,22.10334
8.595203E+18,1237679541898903649,7634,56935,302,eboss,GALAXY,STARFORMING,25.17184,20.83691,21.86489,21.43786,21.2692,21.34429,21.20663
8.597523E+18,1237678585187532863,7636,56989,550,eboss,GALAXY,STARBURST,29.97994,23.63882,22.25684,21.6087,21.35607,21.77613,22.49064
8.600795E+18,1237680307467912565,7639,57297,166,eboss,GALAXY,STARFORMING,327.3498,23.19757,23.36455,22.22822,21.21525,20.60794,20.29724
8.60319E+18,1237680328944387228,7641,57307,688,eboss,GALAXY,STARBURST,326.9917,27.31608,21.5777,21.48084,21.16488,20.96851,20.63279
8.606567E+18,1237680444908832285,7644,57327,685,eboss,GALAXY,STARBURST,331.4427,26.45988,22.75667,21.82114,21.10909,20.63037,20.22878
8.609771E+18,1237680327336919101,7647,57655,53,eboss,GALAXY,STARBURST,335.1768,28.17891,22.03685,21.83208,21.44871,21.65891,20.80883
8.613318E+18,1237680473366397179,7650,57575,669,eboss,GALAXY,STARBURST,335.8813,28.5012,23.10801,21.86765,21.55735,21.9483,20.70701
8.621025E+18,1237680305326719097,7657,57309,35,eboss,GALAXY,STARBURST,343.1419,24.72527,23.17601,22.35165,22.28528,22.41174,21.39795
8.622241E+18,1237678580896039363,7658,57312,362,eboss,GALAXY,STARBURST,343.9026,24.00256,21.881,21.58461,21.57088,21.54581,22.74067
8.623403E+18,1237680283852538006,7659,57060,494,eboss,GALAXY,STARBURST,30.70106,26.57728,21.04737,20.85626,21.15933,21.43493,22.82682
8.62445E+18,1237680070170772073,7660,57357,206,eboss,GALAXY,STARBURST,8.363582,24.79531,22.48189,22.25188,21.84025,21.88817,21.85399
8.628997E+18,1237678579829506291,7664,57367,364,eboss,GALAXY,STARFORMING,1.956035,24.7502,21.57195,21.65731,21.84018,21.91072,22.24575
8.630172E+18,1237666309095752119,7665,57328,542,eboss,GALAXY,STARBURST,0.002165701,24.74799,21.91967,21.60109,21.15626,20.92243,21.04695
8.632336E+18,1237678541164839389,7667,57580,222,eboss,GALAXY,STARBURST,356.6764,24.69036,21.598,21.289,20.69646,21.24505,20.50671
8.633669E+18,1237678580363690118,7668,57579,976,eboss,GALAXY,AGN,355.1563,24.76623,21.36717,19.90018,19.44955,19.12404,19.08086
8.635679E+18,1237666449760584091,7670,57328,96,eboss,GALAXY,STARBURST,349.5986,23.19823,22.60835,22.08615,22.40988,22.09523,22.66988
8.641341E+18,1237679543504601545,7675,57327,214,eboss,GALAXY,STARBURST,13.27168,23.33663,21.52837,21.38122,20.5158,20.05069,19.76981
8.633463E+18,1237678579289424310,7668,57579,225,eboss,GALAXY,STARFORMING,353.9401,23.7536,22.15721,22.01305,21.65097,21.97619,21.89993
8.633672E+18,1237678541701185811,7668,57579,987,eboss,GALAXY,STARFORMING,355.3231,25.0175,21.27667,19.39223,18.43853,18.04357,17.66532
8.634706E+18,1237678541162414611,7669,57329,651,eboss,GALAXY,STARBURST,350.5791,24.26118,21.9794,21.56932,21.36836,21.09182,20.84521
8.634756E+18,1237666245763596654,7669,57329,833,eboss,GALAXY,STARBURST,351.5636,24.91454,20.63044,20.20971,19.72396,19.87297,19.44684
8.639112E+18,1237680070708887642,7673,57329,300,eboss,GALAXY,STARFORMING,11.47202,25.26114,22.70841,22.05762,22.25109,22.25709,22.24411
8.647007E+18,1237666216223178843,7680,58131,347,eboss,GALAXY,STARFORMING,18.32517,27.57582,23.08963,21.899,20.27964,20.13437,20.25774
8.647015E+18,1237680075004444817,7680,58131,378,eboss,GALAXY,STARFORMING,18.02378,26.95532,22.30572,20.65257,19.78676,19.44234,19.05484
8.648205E+18,1237666091129439011,7681,57042,610,eboss,GALAXY,STARFORMING,18.01985,24.12101,22.46096,21.94,21.08632,21.98491,21.09792
8.652646E+18,1237679562301047299,7685,57062,381,eboss,GALAXY,STARBURST,22.12127,25.48373,22.42652,21.72505,21.05184,20.55787,20.01395
8.656166E+18,1237678790280675776,7688,57360,900,eboss,GALAXY,STARBURST,26.2691,25.81746,21.89522,21.88377,21.32023,21.02968,21.304
8.657278E+18,1237680284924969554,7689,57743,850,eboss,GALAXY,STARBURST,27.63886,27.84752,23.72553,22.16757,21.477,21.30124,20.89002
8.66058E+18,1237678789745246333,7692,57064,575,eboss,GALAXY,STARFORMING,29.79291,24.82044,24.14198,23.00524,22.39753,20.82832,19.97417
8.662737E+18,1237680276872167833,7694,57359,229,eboss,GALAXY,STARBURST,4.201468,27.66044,22.38266,21.69553,20.81539,20.4576,19.8705
8.667267E+18,1237680276868825748,7698,58013,324,eboss,GALAXY,STARFORMING,355.734,27.36959,23.74544,22.46557,21.91563,21.58541,21.06042
8.668335E+18,1237680275794953000,7699,57574,113,eboss,GALAXY,BROADLINE,355.4745,26.3478,26.5825,23.57714,22.04372,21.07552,19.9973
8.668525E+18,1237680306405310654,7699,57574,805,eboss,GALAXY,STARFORMING,355.1177,27.10881,19.91704,18.20316,17.27087,16.81602,16.39454
8.670573E+18,1237678542774206860,7701,57356,64,eboss,GALAXY,STARFORMING,353.4417,25.78937,21.86768,21.40979,21.22744,21.17145,20.84879
8.672927E+18,1237666184568505333,7703,57333,438,eboss,GALAXY,STARBURST,348.8423,25.99322,22.77109,21.95588,21.41876,20.92503,20.48141
8.673063E+18,1237680276329792287,7703,57333,929,eboss,GALAXY,BROADLINE,350.1192,26.43891,22.7159,23.51928,22.89083,21.4831,20.41183
8.676255E+18,1237672817047568840,7706,57575,256,eboss,GALAXY,STARBURST,345.3407,26.83773,22.58025,22.12323,21.7977,21.89843,22.03623
8.677546E+18,1237680503964959409,7707,57663,856,eboss,GALAXY,STARFORMING,330.4423,29.84855,22.54296,22.03356,22.24595,22.28272,21.73349
8.686441E+18,1237680484102439183,7715,57364,450,eboss,GALAXY,STARBURST,8.239776,31.10291,21.33072,21.5195,20.65664,20.61794,20.1298
8.687636E+18,1237680312306827855,7716,58097,698,eboss,GALAXY,STARBURST,10.56312,33.33631,21.52097,21.21917,20.7044,20.4242,20.30171
8.693199E+18,1237680284382593140,7721,57360,455,eboss,GALAXY,STARBURST,13.36328,29.26427,21.46509,21.37319,21.52641,21.77825,22.41469
8.69433E+18,1237680477661888549,7722,58425,477,eboss,GALAXY,STARBURST,14.84137,31.58929,22.19065,21.38566,20.86366,21.06235,19.99803
8.697686E+18,1237680311235903668,7725,58158,397,eboss,GALAXY,STARFORMING,18.04294,32.00227,21.1588,20.74556,20.90388,21.10893,21.91114
8.701088E+18,1237666215151272296,7728,58138,486,eboss,GALAXY,STARFORMING,19.90618,31.65618,22.27399,21.32243,21.779,21.57731,22.82643
8.701209E+18,1237678892279399149,7728,58138,926,eboss,GALAXY,STARFORMING,22.48989,32.5447,22.56276,22.49371,21.24525,20.72293,20.5784
8.702083E+18,1237678894427603295,7729,58135,10,eboss,GALAXY,STARFORMING,24.8792,33.82516,22.28452,22.6706,22.07467,22.19492,22.09702
8.707971E+18,1237678806923084334,7734,58133,950,eboss,GALAXY,STARBURST,28.35731,32.13787,22.65383,20.74054,19.99975,19.45655,19.12581
8.710002E+18,1237680252170994482,7736,57728,148,eboss,GALAXY,STARBURST,29.29107,28.75204,22.51508,21.68033,20.54411,19.981,19.35448
8.711158E+18,1237680316063285923,7737,57722,258,eboss,GALAXY,STARBURST,30.55429,30.69292,22.53725,22.35142,22.05933,22.01041,22.17194
8.715748E+18,1237676441459884724,7741,58078,572,eboss,GALAXY,STARBURST,5.196428,31.89963,22.10983,22.1359,21.52702,21.98197,21.63383
8.718989E+18,1237676441997345241,7744,58396,72,eboss,GALAXY,STARBURST,5.776841,33.12627,21.45008,21.16035,21.36798,21.21094,21.60222
8.719045E+18,1237659934826431061,7744,58396,277,eboss,GALAXY,STARBURST,4.537604,33.44116,22.33187,22.311,21.4681,21.54334,21.29948
8.720327E+18,1237676442533298433,7745,58077,846,eboss,GALAXY,STARFORMING,3.937761,31.69123,21.90192,21.96921,21.88335,21.66549,21.73916
8.722454E+18,1237678806376382588,7747,58398,389,eboss,GALAXY,STARBURST,1.615388,34.04147,21.81755,21.869,21.85588,21.70412,22.22561
8.723618E+18,1237663307990106348,7748,58396,530,eboss,GALAXY,STARBURST,0.2853809,33.11628,22.17411,21.62563,22.37607,22.25579,22.31186
8.733825E+18,1237680509870932572,7757,58392,800,eboss,GALAXY,STARBURST,351.4752,35.26644,21.39011,20.39795,20.16156,19.76288,19.86441
8.74156E+18,1237680473907593819,7764,58042,265,eboss,GALAXY,STARBURST,346.9122,31.14159,21.9739,21.86152,21.35303,21.1974,21.47566
8.742672E+18,1237680473371902841,7765,58047,215,eboss,GALAXY,STARFORMING,350.0921,31.13752,21.99175,21.75081,21.60487,21.3843,21.00575
8.743945E+18,1237680312300273743,7766,58395,750,eboss,GALAXY,STARBURST,352.5865,32.88161,21.22897,21.06614,20.9233,21.36823,21.4038
8.744911E+18,1237680529206673863,7767,58049,167,eboss,GALAXY,STARBURST,352.1265,28.77207,22.39511,21.95789,22.17041,22.11339,22.03462
8.74832E+18,1237680529205428449,7770,58044,283,eboss,GALAXY,STARFORMING,348.7551,28.487,22.30133,21.53236,21.4197,21.22146,21.36995
8.803472E+18,1237678437554848225,7819,57280,222,eboss,GALAXY,STARBURST,43.42257,1.345781,22.14863,22.38403,21.3091,21.79572,21.19212
8.809155E+18,1237678437015683248,7824,57282,414,eboss,GALAXY,STARBURST,38.09127,1.173843,22.02616,21.57183,20.75652,20.48282,20.09757
8.811511E+18,1237678881038598852,7826,56931,795,eboss,GALAXY,STARFORMING,41.15897,-1.779276,22.5748,21.01727,20.56749,20.39793,20.82397
8.814756E+18,1237678888526545211,7829,57011,310,eboss,GALAXY,STARBURST,38.6806,-2.730996,21.37467,22.51456,21.85846,22.04131,21.75113
8.820463E+18,1237657071698182400,7834,56979,593,eboss,GALAXY,STARBURST,32.41531,0.8327321,22.43914,22.32713,21.83591,21.78397,21.31589
8.82153E+18,1237669769765519602,7835,56986,377,eboss,GALAXY,STARFORMING,33.53346,-2.874121,22.74891,21.23392,20.0923,19.57425,19.24706
8.825953E+18,1237663785283420759,7839,56900,86,eboss,GALAXY,STARBURST,28.10392,0.8596959,22.4452,22.13052,21.87644,21.71835,21.54535
8.53437E+18,1237680301563773961,7580,56955,176,eboss,GALAXY,STARBURST,331.3262,22.58415,21.95102,21.65895,21.21319,21.44598,20.93023
8.536653E+18,1237680298345366065,7582,56960,290,eboss,GALAXY,STARBURST,336.8145,20.14214,21.94103,21.92415,22.10748,21.52524,22.79458
8.5456E+18,1237679457612464410,7590,56944,70,eboss,GALAXY,STARBURST,7.153515,18.44411,21.03627,20.79578,20.47077,20.5912,20.22073
8.549033E+18,1237680296745369798,7593,56958,272,eboss,GALAXY,STARFORMING,2.754359,21.41532,21.80504,21.83265,21.6082,21.43188,22.51786
8.549057E+18,1237679476397441549,7593,56958,360,eboss,GALAXY,STARBURST,2.178302,21.61867,22.6599,22.24431,22.02615,22.0255,21.54847
8.549214E+18,1237679541890122194,7593,56958,932,eboss,GALAXY,STARBURST,3.610129,22.26904,23.71177,21.84918,21.31288,21.35832,21.38704
8.551442E+18,1237679476933656942,7595,56957,843,eboss,GALAXY,AGN,0.5147398,21.86333,22.41732,22.07327,21.39046,20.65348,20.44794
8.553522E+18,1237679478543483462,7597,56973,217,eboss,GALAXY,STARBURST,358.6619,23.117,22.68614,22.06953,22.40881,22.0492,21.92694
8.559164E+18,1237678602376642644,7602,56954,263,eboss,GALAXY,STARBURST,354.385,18.00032,21.36518,21.05015,21.13234,22.2644,22.44426
8.559254E+18,1237679503242494387,7602,56954,592,eboss,GALAXY,STARFORMING,353.5681,19.31777,22.17789,21.47334,20.9533,20.81137,20.44955
8.561405E+18,1237680245200453772,7604,56947,226,eboss,GALAXY,STARBURST,352.0215,18.52818,21.1209,20.71061,20.6761,20.864,20.85778
8.561507E+18,1237680296740520142,7604,56947,595,eboss,GALAXY,STARFORMING,350.8209,20.63892,20.90108,19.50612,19.03606,18.69306,18.12375
8.56264E+18,1237679504848454063,7605,56949,623,eboss,GALAXY,STARBURST,342.2394,19.5012,22.09282,23.29824,22.42931,21.26756,20.45154
8.56589E+18,1237679503239151771,7608,56945,158,eboss,GALAXY,STARBURST,345.6031,18.5394,21.44697,22.03863,21.88233,21.8707,21.97211
8.567161E+18,1237666185639166453,7609,56959,686,eboss,GALAXY,STARBURST,342.7883,21.46208,21.82802,21.60493,20.88484,20.61681,20.37883
8.569489E+18,1237672815977431093,7611,56946,963,eboss,GALAXY,STARFORMING,348.6568,19.26674,22.49931,23.78265,23.11049,21.36268,19.6846
8.576059E+18,1237679504860447106,7617,56949,288,eboss,GALAXY,STARBURST,11.38765,20.90022,21.92106,22.17545,21.67628,21.71347,21.46379
8.577178E+18,1237678602383917585,7618,56898,264,eboss,GALAXY,STARBURST,11.76755,18.09634,23.1922,21.98637,21.80335,21.47114,20.76984
8.578339E+18,1237679503787032800,7619,56900,392,eboss,GALAXY,STARBURST,12.19477,19.92088,20.91676,20.53162,19.98717,19.85301,19.47184
8.587389E+18,1237679476406878523,7627,56933,546,eboss,GALAXY,STARBURST,25.23755,20.18215,22.58345,21.1208,20.68526,20.43254,20.01063
8.588507E+18,1237679460826808438,7628,56978,518,eboss,GALAXY,STARFORMING,22.23983,19.56787,21.97912,22.50221,21.77946,21.7068,21.47851
8.589542E+18,1237679460826546473,7629,56988,185,eboss,GALAXY,STARBURST,21.50538,19.62504,20.55847,20.28072,19.93565,20.0898,19.38948
8.589711E+18,1237679504864575900,7629,56988,803,eboss,GALAXY,STARBURST,21.51488,20.24508,22.76319,21.36663,20.76287,20.4989,20.31357
8.591803E+18,1237666213536071895,7631,57279,220,eboss,GALAXY,STARFORMING,19.87194,21.15131,22.17862,21.66912,21.67731,21.73002,22.12025
8.594042E+18,1237679476944994560,7633,56931,174,eboss,GALAXY,STARFORMING,28.32462,20.2579,21.8938,21.58385,20.8272,20.32456,19.9881
8.594252E+18,1237679478018867374,7633,56931,937,eboss,GALAXY,STARBURST,28.70019,21.03108,21.59779,20.66909,20.24582,19.93054,19.96138
8.597603E+18,1237678585188123300,7636,56989,842,eboss,GALAXY,STARBURST,31.51723,23.43875,22.6565,21.23097,20.71858,20.60427,20.05936
8.605344E+18,1237680301564428970,7643,57302,329,eboss,GALAXY,STARFORMING,332.7606,22.99232,22.42526,22.37239,22.03304,22.23235,22.82713
8.608831E+18,1237680328946222683,7646,57570,727,eboss,GALAXY,STARBURST,331.6072,28.63933,25.31565,22.10221,21.71458,21.55088,21.48779
8.613399E+18,1237680333779043336,7650,57575,961,eboss,GALAXY,STARBURST,337.5596,28.06872,21.78828,21.52336,20.92059,20.59389,20.24263
8.616701E+18,1237680305862018034,7653,57306,686,eboss,GALAXY,STARBURST,339.124,24.62962,21.92615,20.96741,21.6298,21.41876,21.20367
8.616778E+18,1237680301567574561,7653,57306,965,eboss,GALAXY,STARBURST,340.4356,24.57195,21.98737,21.91481,21.61484,21.26673,20.92569
